,Data,Produto_ID,Quantidade_Estoque
10691,2020-12-05,2,34
10692,2020-12-05,3,9
10693,2020-12-05,4,99
10694,2020-12-05,5,75
10695,2020-12-05,6,87
10696,2020-12-05,7,35
10697,2020-12-05,8,56
10698,2020-12-05,9,92
10699,2020-12-05,10,27
10700,2020-12-06,1,52
10701,2020-12-06,2,44
10702,2020-12-06,3,10
10703,2020-12-06,4,42
10704,2020-12-06,5,45
10705,2020-12-06,6,31
10706,2020-12-06,7,79
10707,2020-12-06,8,73
10708,2020-12-06,9,61
10709,2020-12-06,10,21
10710,2020-12-07,1,75
10711,2020-12-07,2,95
10712,2020-12-07,3,51
10713,2020-12-07,4,83
10714,2020-12-07,5,17
10715,2020-12-07,6,15
10716,2020-12-07,7,94
10717,2020-12-07,8,90
10718,2020-12-07,9,96
10719,2020-12-07,10,28
10720,2020-12-08,1,97
10721,2020-12-08,2,77
10722,2020-12-08,3,8
10723,2020-12-08,4,50
10724,2020-12-08,5,22
10725,2020-12-08,6,47
10726,2020-12-08,7,84
10727,2020-12-08,8,37
10728,2020-12-08,9,97
10729,2020-12-08,10,14
10730,2020-12-09,1,77
10731,2020-12-09,2,63
10732,2020-12-09,3,35
10733,2020-12-09,4,32
10734,2020-12-09,5,64
10735,2020-12-09,6,7
10736,2020-12-09,7,59
10737,2020-12-09,8,18
10738,2020-12-09,9,62
10739,2020-12-09,10,93
10740,2020-12-10,1,19
10741,2020-12-10,2,6
10742,2020-12-10,3,28
10743,2020-12-10,4,82
10744,2020-12-10,5,68
10745,2020-12-10,6,75
10746,2020-12-10,7,28
10747,2020-12-10,8,31
10748,2020-12-10,9,41
10749,2020-12-10,10,98
10750,2020-12-11,1,95
10751,2020-12-11,2,43
10752,2020-12-11,3,67
10753,2020-12-11,4,83
10754,2020-12-11,5,30
10755,2020-12-11,6,69
10756,2020-12-11,7,8
10757,2020-12-11,8,33
10758,2020-12-11,9,5
10759,2020-12-11,10,54
10760,2020-12-12,1,90
10761,2020-12-12,2,15
10762,2020-12-12,3,78
10763,2020-12-12,4,63
10764,2020-12-12,5,66
10765,2020-12-12,6,85
10766,2020-12-12,7,40
10767,2020-12-12,8,60
10768,2020-12-12,9,94
10769,2020-12-12,10,25
10770,2020-12-13,1,17
10771,2020-12-13,2,13
10772,2020-12-13,3,15
10773,2020-12-13,4,79
10774,2020-12-13,5,74
10775,2020-12-13,6,5
10776,2020-12-13,7,74
10777,2020-12-13,8,81
10778,2020-12-13,9,90
10779,2020-12-13,10,60
10780,2020-12-14,1,35
10781,2020-12-14,2,90
10782,2020-12-14,3,41
10783,2020-12-14,4,51
10784,2020-12-14,5,95
10785,2020-12-14,6,82
10786,2020-12-14,7,51
10787,2020-12-14,8,73
10788,2020-12-14,9,62
10789,2020-12-14,10,40
10790,2020-12-15,1,36
10791,2020-12-15,2,68
10792,2020-12-15,3,75
10793,2020-12-15,4,46
10794,2020-12-15,5,52
10795,2020-12-15,6,78
10796,2020-12-15,7,85
10797,2020-12-15,8,34
10798,2020-12-15,9,25
10799,2020-12-15,10,64
10800,2020-12-16,1,17
10801,2020-12-16,2,5
10802,2020-12-16,3,69
10803,2020-12-16,4,37
10804,2020-12-16,5,42
10805,2020-12-16,6,29
10806,2020-12-16,7,30
10807,2020-12-16,8,81
10808,2020-12-16,9,63
10809,2020-12-16,10,96
10810,2020-12-17,1,37
10811,2020-12-17,2,45
10812,2020-12-17,3,34
10813,2020-12-17,4,61
10814,2020-12-17,5,53
10815,2020-12-17,6,52
10816,2020-12-17,7,76
10817,2020-12-17,8,53
10818,2020-12-17,9,51
10819,2020-12-17,10,60
10820,2020-12-18,1,69
10821,2020-12-18,2,16
10822,2020-12-18,3,73
10823,2020-12-18,4,92
10824,2020-12-18,5,10
10825,2020-12-18,6,93
10826,2020-12-18,7,69
10827,2020-12-18,8,29
10828,2020-12-18,9,5
10829,2020-12-18,10,36
10830,2020-12-19,1,7
10831,2020-12-19,2,53
10832,2020-12-19,3,23
10833,2020-12-19,4,64
10834,2020-12-19,5,33
10835,2020-12-19,6,54
10836,2020-12-19,7,6
10837,2020-12-19,8,77
10838,2020-12-19,9,60
10839,2020-12-19,10,21
10840,2020-12-20,1,64
10841,2020-12-20,2,40
10842,2020-12-20,3,65
10843,2020-12-20,4,21
10844,2020-12-20,5,53
10845,2020-12-20,6,80
10846,2020-12-20,7,64
10847,2020-12-20,8,24
10848,2020-12-20,9,54
10849,2020-12-20,10,7
10850,2020-12-21,1,47
10851,2020-12-21,2,61
10852,2020-12-21,3,54
10853,2020-12-21,4,72
10854,2020-12-21,5,85
10855,2020-12-21,6,54
10856,2020-12-21,7,41
10857,2020-12-21,8,50
10858,2020-12-21,9,46
10859,2020-12-21,10,19
10860,2020-12-22,1,37
10861,2020-12-22,2,84
10862,2020-12-22,3,15
10863,2020-12-22,4,24
10864,2020-12-22,5,28
10865,2020-12-22,6,68
10866,2020-12-22,7,84
10867,2020-12-22,8,98
10868,2020-12-22,9,69
10869,2020-12-22,10,92
10870,2020-12-23,1,92
10871,2020-12-23,2,77
10872,2020-12-23,3,90
10873,2020-12-23,4,80
10874,2020-12-23,5,21
10875,2020-12-23,6,93
10876,2020-12-23,7,96
10877,2020-12-23,8,65
10878,2020-12-23,9,19
10879,2020-12-23,10,98
10880,2020-12-24,1,55
10881,2020-12-24,2,31
10882,2020-12-24,3,90
10883,2020-12-24,4,78
10884,2020-12-24,5,65
10885,2020-12-24,6,62
10886,2020-12-24,7,35
10887,2020-12-24,8,95
10888,2020-12-24,9,16
10889,2020-12-24,10,50
10890,2020-12-25,1,35
10891,2020-12-25,2,36
10892,2020-12-25,3,36
10893,2020-12-25,4,57
10894,2020-12-25,5,65
10895,2020-12-25,6,50
10896,2020-12-25,7,89
10897,2020-12-25,8,78
10898,2020-12-25,9,84
10899,2020-12-25,10,11
10900,2020-12-26,1,8
10901,2020-12-26,2,95
10902,2020-12-26,3,56
10903,2020-12-26,4,93
10904,2020-12-26,5,35
10905,2020-12-26,6,79
10906,2020-12-26,7,88
10907,2020-12-26,8,40
10908,2020-12-26,9,58
10909,2020-12-26,10,58
10910,2020-12-27,1,21
10911,2020-12-27,2,79
10912,2020-12-27,3,34
10913,2020-12-27,4,26
10914,2020-12-27,5,47
10915,2020-12-27,6,31
10916,2020-12-27,7,41
10917,2020-12-27,8,50
10918,2020-12-27,9,39
10919,2020-12-27,10,8
10920,2020-12-28,1,84
10921,2020-12-28,2,84
10922,2020-12-28,3,89
10923,2020-12-28,4,30
10924,2020-12-28,5,23
10925,2020-12-28,6,85
10926,2020-12-28,7,49
10927,2020-12-28,8,30
10928,2020-12-28,9,26
10929,2020-12-28,10,62
10930,2020-12-29,1,67
10931,2020-12-29,2,32
10932,2020-12-29,3,69
10933,2020-12-29,4,48
10934,2020-12-29,5,47
10935,2020-12-29,6,41
10936,2020-12-29,7,70
10937,2020-12-29,8,21
10938,2020-12-29,9,44
10939,2020-12-29,10,42
10940,2020-12-30,1,89
10941,2020-12-30,2,65
10942,2020-12-30,3,13
10943,2020-12-30,4,81
10944,2020-12-30,5,79
10945,2020-12-30,6,65
10946,2020-12-30,7,84
10947,2020-12-30,8,20
10948,2020-12-30,9,6
10949,2020-12-30,10,76
10950,2020-12-31,1,47
10951,2020-12-31,2,46
10952,2020-12-31,3,81
10953,2020-12-31,4,61
10954,2020-12-31,5,85
10955,2020-12-31,6,92
10956,2020-12-31,7,71
10957,2020-12-31,8,34
10958,2020-12-31,9,17
10959,2020-12-31,10,23
10960,2021-01-01,1,11
10961,2021-01-01,2,13
10962,2021-01-01,3,87
10963,2021-01-01,4,58
10964,2021-01-01,5,90
10965,2021-01-01,6,86
10966,2021-01-01,7,65
10967,2021-01-01,8,91
10968,2021-01-01,9,6
10969,2021-01-01,10,54
10970,2021-01-02,1,79
10971,2021-01-02,2,35
10972,2021-01-02,3,37
10973,2021-01-02,4,82
10974,2021-01-02,5,84
10975,2021-01-02,6,15
10976,2021-01-02,7,37
10977,2021-01-02,8,11
10978,2021-01-02,9,35
10979,2021-01-02,10,52
10980,2021-01-03,1,51
10981,2021-01-03,2,82
10982,2021-01-03,3,96
10983,2021-01-03,4,57
10984,2021-01-03,5,84
10985,2021-01-03,6,23
10986,2021-01-03,7,85
10987,2021-01-03,8,94
10988,2021-01-03,9,10
10989,2021-01-03,10,53
10990,2021-01-04,1,77
10991,2021-01-04,2,54
10992,2021-01-04,3,85
10993,2021-01-04,4,99
10994,2021-01-04,5,16
10995,2021-01-04,6,27
10996,2021-01-04,7,58
10997,2021-01-04,8,73
10998,2021-01-04,9,63
10999,2021-01-04,10,40
11000,2021-01-05,1,7
11001,2021-01-05,2,62
11002,2021-01-05,3,92
11003,2021-01-05,4,59
11004,2021-01-05,5,61
11005,2021-01-05,6,21
11006,2021-01-05,7,43
11007,2021-01-05,8,94
11008,2021-01-05,9,72
11009,2021-01-05,10,59
11010,2021-01-06,1,49
11011,2021-01-06,2,80
11012,2021-01-06,3,5
11013,2021-01-06,4,25
11014,2021-01-06,5,87
11015,2021-01-06,6,25
11016,2021-01-06,7,56
11017,2021-01-06,8,86
11018,2021-01-06,9,47
11019,2021-01-06,10,56
11020,2021-01-07,1,71
11021,2021-01-07,2,48
11022,2021-01-07,3,36
11023,2021-01-07,4,14
11024,2021-01-07,5,68
11025,2021-01-07,6,83
11026,2021-01-07,7,73
11027,2021-01-07,8,72
11028,2021-01-07,9,32
11029,2021-01-07,10,57
11030,2021-01-08,1,55
11031,2021-01-08,2,57
11032,2021-01-08,3,8
11033,2021-01-08,4,83
11034,2021-01-08,5,21
11035,2021-01-08,6,71
11036,2021-01-08,7,78
11037,2021-01-08,8,51
11038,2021-01-08,9,60
11039,2021-01-08,10,27
11040,2021-01-09,1,22
11041,2021-01-09,2,5
11042,2021-01-09,3,39
11043,2021-01-09,4,68
11044,2021-01-09,5,62
11045,2021-01-09,6,99
11046,2021-01-09,7,63
11047,2021-01-09,8,5
11048,2021-01-09,9,7
11049,2021-01-09,10,71
11050,2021-01-10,1,41
11051,2021-01-10,2,87
11052,2021-01-10,3,33
11053,2021-01-10,4,93
11054,2021-01-10,5,37
11055,2021-01-10,6,65
11056,2021-01-10,7,97
11057,2021-01-10,8,94
11058,2021-01-10,9,8
11059,2021-01-10,10,18
11060,2021-01-11,1,95
11061,2021-01-11,2,37
11062,2021-01-11,3,26
11063,2021-01-11,4,52
11064,2021-01-11,5,7
11065,2021-01-11,6,91
11066,2021-01-11,7,89
11067,2021-01-11,8,27
11068,2021-01-11,9,72
11069,2021-01-11,10,25
11070,2021-01-12,1,47
11071,2021-01-12,2,99
11072,2021-01-12,3,89
11073,2021-01-12,4,30
11074,2021-01-12,5,45
11075,2021-01-12,6,42
11076,2021-01-12,7,92
11077,2021-01-12,8,15
11078,2021-01-12,9,33
11079,2021-01-12,10,64
11080,2021-01-13,1,71
11081,2021-01-13,2,69
11082,2021-01-13,3,65
11083,2021-01-13,4,23
11084,2021-01-13,5,50
11085,2021-01-13,6,53
11086,2021-01-13,7,26
11087,2021-01-13,8,82
11088,2021-01-13,9,61
11089,2021-01-13,10,18
11090,2021-01-14,1,48
11091,2021-01-14,2,20
11092,2021-01-14,3,81
11093,2021-01-14,4,16
11094,2021-01-14,5,59
11095,2021-01-14,6,55
11096,2021-01-14,7,43
11097,2021-01-14,8,37
11098,2021-01-14,9,37
11099,2021-01-14,10,33
11100,2021-01-15,1,73
11101,2021-01-15,2,74
11102,2021-01-15,3,35
11103,2021-01-15,4,84
11104,2021-01-15,5,35
11105,2021-01-15,6,93
11106,2021-01-15,7,50
11107,2021-01-15,8,81
11108,2021-01-15,9,56
11109,2021-01-15,10,14
11110,2021-01-16,1,92
11111,2021-01-16,2,78
11112,2021-01-16,3,45
11113,2021-01-16,4,99
11114,2021-01-16,5,81
11115,2021-01-16,6,7
11116,2021-01-16,7,63
11117,2021-01-16,8,56
11118,2021-01-16,9,38
11119,2021-01-16,10,53
11120,2021-01-17,1,32
11121,2021-01-17,2,87
11122,2021-01-17,3,91
11123,2021-01-17,4,17
11124,2021-01-17,5,73
11125,2021-01-17,6,71
11126,2021-01-17,7,65
11127,2021-01-17,8,64
11128,2021-01-17,9,75
11129,2021-01-17,10,28
11130,2021-01-18,1,67
11131,2021-01-18,2,90
11132,2021-01-18,3,65
11133,2021-01-18,4,27
11134,2021-01-18,5,34
11135,2021-01-18,6,64
11136,2021-01-18,7,22
11137,2021-01-18,8,60
11138,2021-01-18,9,57
11139,2021-01-18,10,11
11140,2021-01-19,1,73
11141,2021-01-19,2,96
11142,2021-01-19,3,76
11143,2021-01-19,4,83
11144,2021-01-19,5,56
11145,2021-01-19,6,8
11146,2021-01-19,7,38
11147,2021-01-19,8,73
11148,2021-01-19,9,37
11149,2021-01-19,10,73
11150,2021-01-20,1,42
11151,2021-01-20,2,30
11152,2021-01-20,3,5
11153,2021-01-20,4,8
11154,2021-01-20,5,43
11155,2021-01-20,6,58
11156,2021-01-20,7,94
11157,2021-01-20,8,37
11158,2021-01-20,9,37
11159,2021-01-20,10,76
11160,2021-01-21,1,24
11161,2021-01-21,2,20
11162,2021-01-21,3,25
11163,2021-01-21,4,49
11164,2021-01-21,5,94
11165,2021-01-21,6,91
11166,2021-01-21,7,86
11167,2021-01-21,8,66
11168,2021-01-21,9,35
11169,2021-01-21,10,46
11170,2021-01-22,1,16
11171,2021-01-22,2,69
11172,2021-01-22,3,77
11173,2021-01-22,4,7
11174,2021-01-22,5,94
11175,2021-01-22,6,13
11176,2021-01-22,7,55
11177,2021-01-22,8,20
11178,2021-01-22,9,92
11179,2021-01-22,10,82
11180,2021-01-23,1,7
11181,2021-01-23,2,28
11182,2021-01-23,3,77
11183,2021-01-23,4,17
11184,2021-01-23,5,6
11185,2021-01-23,6,75
11186,2021-01-23,7,25
11187,2021-01-23,8,23
11188,2021-01-23,9,93
11189,2021-01-23,10,51
11190,2021-01-24,1,26
11191,2021-01-24,2,79
11192,2021-01-24,3,37
11193,2021-01-24,4,36
11194,2021-01-24,5,68
11195,2021-01-24,6,89
11196,2021-01-24,7,43
11197,2021-01-24,8,88
11198,2021-01-24,9,76
11199,2021-01-24,10,46
11200,2021-01-25,1,13
11201,2021-01-25,2,29
11202,2021-01-25,3,93
11203,2021-01-25,4,6
11204,2021-01-25,5,23
11205,2021-01-25,6,24
11206,2021-01-25,7,97
11207,2021-01-25,8,74
11208,2021-01-25,9,21
11209,2021-01-25,10,93
11210,2021-01-26,1,72
11211,2021-01-26,2,98
11212,2021-01-26,3,88
11213,2021-01-26,4,7
11214,2021-01-26,5,91
11215,2021-01-26,6,55
11216,2021-01-26,7,86
11217,2021-01-26,8,30
11218,2021-01-26,9,60
11219,2021-01-26,10,68
11220,2021-01-27,1,12
11221,2021-01-27,2,85
11222,2021-01-27,3,99
11223,2021-01-27,4,41
11224,2021-01-27,5,31
11225,2021-01-27,6,49
11226,2021-01-27,7,8
11227,2021-01-27,8,90
11228,2021-01-27,9,94
11229,2021-01-27,10,92
11230,2021-01-28,1,41
11231,2021-01-28,2,75
11232,2021-01-28,3,37
11233,2021-01-28,4,35
11234,2021-01-28,5,59
11235,2021-01-28,6,16
11236,2021-01-28,7,15
11237,2021-01-28,8,92
11238,2021-01-28,9,76
11239,2021-01-28,10,36
11240,2021-01-29,1,61
11241,2021-01-29,2,42
11242,2021-01-29,3,64
11243,2021-01-29,4,90
11244,2021-01-29,5,23
11245,2021-01-29,6,88
11246,2021-01-29,7,60
11247,2021-01-29,8,18
11248,2021-01-29,9,37
11249,2021-01-29,10,14
11250,2021-01-30,1,84
11251,2021-01-30,2,68
11252,2021-01-30,3,68
11253,2021-01-30,4,66
11254,2021-01-30,5,72
11255,2021-01-30,6,95
11256,2021-01-30,7,96
11257,2021-01-30,8,47
11258,2021-01-30,9,84
11259,2021-01-30,10,63
11260,2021-01-31,1,56
11261,2021-01-31,2,23
11262,2021-01-31,3,25
11263,2021-01-31,4,26
11264,2021-01-31,5,13
11265,2021-01-31,6,13
11266,2021-01-31,7,77
11267,2021-01-31,8,31
11268,2021-01-31,9,21
11269,2021-01-31,10,48
11270,2021-02-01,1,49
11271,2021-02-01,2,12
11272,2021-02-01,3,84
11273,2021-02-01,4,22
11274,2021-02-01,5,37
11275,2021-02-01,6,5
11276,2021-02-01,7,80
11277,2021-02-01,8,10
11278,2021-02-01,9,45
11279,2021-02-01,10,59
11280,2021-02-02,1,9
11281,2021-02-02,2,63
11282,2021-02-02,3,84
11283,2021-02-02,4,22
11284,2021-02-02,5,53
11285,2021-02-02,6,86
11286,2021-02-02,7,69
11287,2021-02-02,8,87
11288,2021-02-02,9,58
11289,2021-02-02,10,65
11290,2021-02-03,1,12
11291,2021-02-03,2,7
11292,2021-02-03,3,29
11293,2021-02-03,4,73
11294,2021-02-03,5,59
11295,2021-02-03,6,44
11296,2021-02-03,7,87
11297,2021-02-03,8,86
11298,2021-02-03,9,54
11299,2021-02-03,10,99
11300,2021-02-04,1,37
11301,2021-02-04,2,22
11302,2021-02-04,3,61
11303,2021-02-04,4,20
11304,2021-02-04,5,84
11305,2021-02-04,6,42
11306,2021-02-04,7,45
11307,2021-02-04,8,11
11308,2021-02-04,9,82
11309,2021-02-04,10,57
11310,2021-02-05,1,67
11311,2021-02-05,2,93
11312,2021-02-05,3,36
11313,2021-02-05,4,42
11314,2021-02-05,5,26
11315,2021-02-05,6,20
11316,2021-02-05,7,56
11317,2021-02-05,8,33
11318,2021-02-05,9,20
11319,2021-02-05,10,80
11320,2021-02-06,1,21
11321,2021-02-06,2,68
11322,2021-02-06,3,95
11323,2021-02-06,4,93
11324,2021-02-06,5,17
11325,2021-02-06,6,76
11326,2021-02-06,7,60
11327,2021-02-06,8,9
11328,2021-02-06,9,16
11329,2021-02-06,10,45
11330,2021-02-07,1,7
11331,2021-02-07,2,37
11332,2021-02-07,3,90
11333,2021-02-07,4,54
11334,2021-02-07,5,60
11335,2021-02-07,6,13
11336,2021-02-07,7,86
11337,2021-02-07,8,54
11338,2021-02-07,9,33
11339,2021-02-07,10,43
11340,2021-02-08,1,95
11341,2021-02-08,2,49
11342,2021-02-08,3,21
11343,2021-02-08,4,60
11344,2021-02-08,5,50
11345,2021-02-08,6,71
11346,2021-02-08,7,73
11347,2021-02-08,8,18
11348,2021-02-08,9,71
11349,2021-02-08,10,27
11350,2021-02-09,1,98
11351,2021-02-09,2,65
11352,2021-02-09,3,27
11353,2021-02-09,4,31
11354,2021-02-09,5,58
11355,2021-02-09,6,14
11356,2021-02-09,7,93
11357,2021-02-09,8,81
11358,2021-02-09,9,20
11359,2021-02-09,10,45
11360,2021-02-10,1,59
11361,2021-02-10,2,65
11362,2021-02-10,3,90
11363,2021-02-10,4,85
11364,2021-02-10,5,91
11365,2021-02-10,6,53
11366,2021-02-10,7,77
11367,2021-02-10,8,56
11368,2021-02-10,9,6
11369,2021-02-10,10,54
11370,2021-02-11,1,90
11371,2021-02-11,2,47
11372,2021-02-11,3,81
11373,2021-02-11,4,12
11374,2021-02-11,5,63
11375,2021-02-11,6,69
11376,2021-02-11,7,85
11377,2021-02-11,8,16
11378,2021-02-11,9,8
11379,2021-02-11,10,81
11380,2021-02-12,1,99
11381,2021-02-12,2,45
11382,2021-02-12,3,11
11383,2021-02-12,4,91
11384,2021-02-12,5,92
11385,2021-02-12,6,73
11386,2021-02-12,7,73
11387,2021-02-12,8,85
11388,2021-02-12,9,34
11389,2021-02-12,10,77
11390,2021-02-13,1,10
11391,2021-02-13,2,93
11392,2021-02-13,3,23
11393,2021-02-13,4,84
11394,2021-02-13,5,89
11395,2021-02-13,6,70
11396,2021-02-13,7,14
11397,2021-02-13,8,20
11398,2021-02-13,9,41
11399,2021-02-13,10,83
11400,2021-02-14,1,81
11401,2021-02-14,2,81
11402,2021-02-14,3,36
11403,2021-02-14,4,51
11404,2021-02-14,5,76
11405,2021-02-14,6,47
11406,2021-02-14,7,86
11407,2021-02-14,8,40
11408,2021-02-14,9,30
11409,2021-02-14,10,14
11410,2021-02-15,1,35
11411,2021-02-15,2,33
11412,2021-02-15,3,9
11413,2021-02-15,4,81
11414,2021-02-15,5,5
11415,2021-02-15,6,91
11416,2021-02-15,7,7
11417,2021-02-15,8,71
11418,2021-02-15,9,75
11419,2021-02-15,10,39
11420,2021-02-16,1,19
11421,2021-02-16,2,71
11422,2021-02-16,3,97
11423,2021-02-16,4,34
11424,2021-02-16,5,86
11425,2021-02-16,6,79
11426,2021-02-16,7,47
11427,2021-02-16,8,64
11428,2021-02-16,9,44
11429,2021-02-16,10,69
11430,2021-02-17,1,33
11431,2021-02-17,2,78
11432,2021-02-17,3,96
11433,2021-02-17,4,99
11434,2021-02-17,5,23
11435,2021-02-17,6,7
11436,2021-02-17,7,40
11437,2021-02-17,8,47
11438,2021-02-17,9,19
11439,2021-02-17,10,45
11440,2021-02-18,1,94
11441,2021-02-18,2,84
11442,2021-02-18,3,40
11443,2021-02-18,4,88
11444,2021-02-18,5,81
11445,2021-02-18,6,37
11446,2021-02-18,7,9
11447,2021-02-18,8,82
11448,2021-02-18,9,95
11449,2021-02-18,10,91
11450,2021-02-19,1,18
11451,2021-02-19,2,72
11452,2021-02-19,3,87
11453,2021-02-19,4,51
11454,2021-02-19,5,58
11455,2021-02-19,6,8
11456,2021-02-19,7,98
11457,2021-02-19,8,87
11458,2021-02-19,9,99
11459,2021-02-19,10,99
11460,2021-02-20,1,13
11461,2021-02-20,2,57
11462,2021-02-20,3,81
11463,2021-02-20,4,82
11464,2021-02-20,5,64
11465,2021-02-20,6,50
11466,2021-02-20,7,58
11467,2021-02-20,8,78
11468,2021-02-20,9,99
11469,2021-02-20,10,41
11470,2021-02-21,1,27
11471,2021-02-21,2,31
11472,2021-02-21,3,74
11473,2021-02-21,4,94
11474,2021-02-21,5,70
11475,2021-02-21,6,65
11476,2021-02-21,7,81
11477,2021-02-21,8,55
11478,2021-02-21,9,54
11479,2021-02-21,10,23
11480,2021-02-22,1,5
11481,2021-02-22,2,44
11482,2021-02-22,3,36
11483,2021-02-22,4,26
11484,2021-02-22,5,97
11485,2021-02-22,6,70
11486,2021-02-22,7,44
11487,2021-02-22,8,42
11488,2021-02-22,9,52
11489,2021-02-22,10,59
11490,2021-02-23,1,79
11491,2021-02-23,2,85
11492,2021-02-23,3,59
11493,2021-02-23,4,55
11494,2021-02-23,5,64
11495,2021-02-23,6,12
11496,2021-02-23,7,90
11497,2021-02-23,8,72
11498,2021-02-23,9,79
11499,2021-02-23,10,76
11500,2021-02-24,1,13
11501,2021-02-24,2,94
11502,2021-02-24,3,6
11503,2021-02-24,4,84
11504,2021-02-24,5,99
11505,2021-02-24,6,74
11506,2021-02-24,7,89
11507,2021-02-24,8,94
11508,2021-02-24,9,63
11509,2021-02-24,10,23
11510,2021-02-25,1,32
11511,2021-02-25,2,76
11512,2021-02-25,3,18
11513,2021-02-25,4,28
11514,2021-02-25,5,48
11515,2021-02-25,6,60
11516,2021-02-25,7,94
11517,2021-02-25,8,99
11518,2021-02-25,9,55
11519,2021-02-25,10,36
11520,2021-02-26,1,54
11521,2021-02-26,2,45
11522,2021-02-26,3,70
11523,2021-02-26,4,29
11524,2021-02-26,5,65
11525,2021-02-26,6,70
11526,2021-02-26,7,46
11527,2021-02-26,8,69
11528,2021-02-26,9,40
11529,2021-02-26,10,80
11530,2021-02-27,1,13
11531,2021-02-27,2,40
11532,2021-02-27,3,96
11533,2021-02-27,4,42
11534,2021-02-27,5,37
11535,2021-02-27,6,46
11536,2021-02-27,7,65
11537,2021-02-27,8,50
11538,2021-02-27,9,90
11539,2021-02-27,10,93
11540,2021-02-28,1,65
11541,2021-02-28,2,22
11542,2021-02-28,3,74
11543,2021-02-28,4,86
11544,2021-02-28,5,84
11545,2021-02-28,6,19
11546,2021-02-28,7,52
11547,2021-02-28,8,76
11548,2021-02-28,9,17
11549,2021-02-28,10,47
11550,2021-03-01,1,64
11551,2021-03-01,2,61
11552,2021-03-01,3,75
11553,2021-03-01,4,21
11554,2021-03-01,5,54
11555,2021-03-01,6,36
11556,2021-03-01,7,26
11557,2021-03-01,8,59
11558,2021-03-01,9,61
11559,2021-03-01,10,17
11560,2021-03-02,1,51
11561,2021-03-02,2,91
11562,2021-03-02,3,66
11563,2021-03-02,4,58
11564,2021-03-02,5,33
11565,2021-03-02,6,26
11566,2021-03-02,7,69
11567,2021-03-02,8,33
11568,2021-03-02,9,52
11569,2021-03-02,10,9
11570,2021-03-03,1,39
11571,2021-03-03,2,78
11572,2021-03-03,3,87
11573,2021-03-03,4,75
11574,2021-03-03,5,50
11575,2021-03-03,6,39
11576,2021-03-03,7,49
11577,2021-03-03,8,17
11578,2021-03-03,9,14
11579,2021-03-03,10,70
11580,2021-03-04,1,74
11581,2021-03-04,2,76
11582,2021-03-04,3,29
11583,2021-03-04,4,48
11584,2021-03-04,5,64
11585,2021-03-04,6,51
11586,2021-03-04,7,44
11587,2021-03-04,8,11
11588,2021-03-04,9,50
11589,2021-03-04,10,27
11590,2021-03-05,1,87
11591,2021-03-05,2,50
11592,2021-03-05,3,90
11593,2021-03-05,4,17
11594,2021-03-05,5,25
11595,2021-03-05,6,5
11596,2021-03-05,7,23
11597,2021-03-05,8,64
11598,2021-03-05,9,37
11599,2021-03-05,10,8
11600,2021-03-06,1,7
11601,2021-03-06,2,95
11602,2021-03-06,3,56
11603,2021-03-06,4,32
11604,2021-03-06,5,74
11605,2021-03-06,6,74
11606,2021-03-06,7,59
11607,2021-03-06,8,61
11608,2021-03-06,9,91
11609,2021-03-06,10,20
11610,2021-03-07,1,28
11611,2021-03-07,2,73
11612,2021-03-07,3,45
11613,2021-03-07,4,81
11614,2021-03-07,5,51
11615,2021-03-07,6,80
11616,2021-03-07,7,73
11617,2021-03-07,8,35
11618,2021-03-07,9,96
11619,2021-03-07,10,96
11620,2021-03-08,1,34
11621,2021-03-08,2,22
11622,2021-03-08,3,48
11623,2021-03-08,4,31
11624,2021-03-08,5,30
11625,2021-03-08,6,64
11626,2021-03-08,7,22
11627,2021-03-08,8,93
11628,2021-03-08,9,60
11629,2021-03-08,10,35
11630,2021-03-09,1,63
11631,2021-03-09,2,6
11632,2021-03-09,3,43
11633,2021-03-09,4,65
11634,2021-03-09,5,67
11635,2021-03-09,6,22
11636,2021-03-09,7,21
11637,2021-03-09,8,43
11638,2021-03-09,9,75
11639,2021-03-09,10,58
11640,2021-03-10,1,98
11641,2021-03-10,2,80
11642,2021-03-10,3,39
11643,2021-03-10,4,15
11644,2021-03-10,5,65
11645,2021-03-10,6,48
11646,2021-03-10,7,72
11647,2021-03-10,8,29
11648,2021-03-10,9,52
11649,2021-03-10,10,36
11650,2021-03-11,1,88
11651,2021-03-11,2,99
11652,2021-03-11,3,8
11653,2021-03-11,4,42
11654,2021-03-11,5,67
11655,2021-03-11,6,51
11656,2021-03-11,7,5
11657,2021-03-11,8,7
11658,2021-03-11,9,90
11659,2021-03-11,10,66
11660,2021-03-12,1,68
11661,2021-03-12,2,21
11662,2021-03-12,3,82
11663,2021-03-12,4,66
11664,2021-03-12,5,39
11665,2021-03-12,6,17
11666,2021-03-12,7,39
11667,2021-03-12,8,47
11668,2021-03-12,9,6
11669,2021-03-12,10,60
11670,2021-03-13,1,81
11671,2021-03-13,2,55
11672,2021-03-13,3,58
11673,2021-03-13,4,20
11674,2021-03-13,5,22
11675,2021-03-13,6,11
11676,2021-03-13,7,49
11677,2021-03-13,8,40
11678,2021-03-13,9,45
11679,2021-03-13,10,98
11680,2021-03-14,1,46
11681,2021-03-14,2,11
11682,2021-03-14,3,19
11683,2021-03-14,4,64
11684,2021-03-14,5,44
11685,2021-03-14,6,87
11686,2021-03-14,7,41
11687,2021-03-14,8,70
11688,2021-03-14,9,59
