,Data,Produto_ID,Fornecedor_ID,Quantidade_Compra,Status
10241,2020-10-21,2,2,47,Entregue
10242,2020-10-21,3,3,40,Aguardando Confirmação
10243,2020-10-21,4,4,6,Em Trânsito
10244,2020-10-21,5,5,19,Entregue
10245,2020-10-21,6,6,38,Entregue
10246,2020-10-21,7,7,43,Aguardando Confirmação
10247,2020-10-21,8,8,30,Aguardando Confirmação
10248,2020-10-21,9,9,9,Em Trânsito
10249,2020-10-21,10,10,29,Entregue
10250,2020-10-22,1,1,38,Em Trânsito
10251,2020-10-22,2,2,8,Em Trânsito
10252,2020-10-22,3,3,38,Aguardando Confirmação
10253,2020-10-22,4,4,31,Em Trânsito
10254,2020-10-22,5,5,46,Em Trânsito
10255,2020-10-22,6,6,33,Entregue
10256,2020-10-22,7,7,9,Em Trânsito
10257,2020-10-22,8,8,22,Entregue
10258,2020-10-22,9,9,8,Entregue
10259,2020-10-22,10,10,5,Em Trânsito
10260,2020-10-23,1,1,24,Em Trânsito
10261,2020-10-23,2,2,10,Entregue
10262,2020-10-23,3,3,24,Em Trânsito
10263,2020-10-23,4,4,24,Entregue
10264,2020-10-23,5,5,31,Em Trânsito
10265,2020-10-23,6,6,30,Entregue
10266,2020-10-23,7,7,36,Entregue
10267,2020-10-23,8,8,14,Aguardando Confirmação
10268,2020-10-23,9,9,22,Em Trânsito
10269,2020-10-23,10,10,45,Entregue
10270,2020-10-24,1,1,16,Entregue
10271,2020-10-24,2,2,14,Em Trânsito
10272,2020-10-24,3,3,28,Em Trânsito
10273,2020-10-24,4,4,28,Em Trânsito
10274,2020-10-24,5,5,42,Aguardando Confirmação
10275,2020-10-24,6,6,29,Em Trânsito
10276,2020-10-24,7,7,12,Aguardando Confirmação
10277,2020-10-24,8,8,18,Em Trânsito
10278,2020-10-24,9,9,47,Aguardando Confirmação
10279,2020-10-24,10,10,35,Em Trânsito
10280,2020-10-25,1,1,28,Aguardando Confirmação
10281,2020-10-25,2,2,20,Entregue
10282,2020-10-25,3,3,24,Aguardando Confirmação
10283,2020-10-25,4,4,42,Aguardando Confirmação
10284,2020-10-25,5,5,19,Entregue
10285,2020-10-25,6,6,18,Em Trânsito
10286,2020-10-25,7,7,16,Entregue
10287,2020-10-25,8,8,38,Entregue
10288,2020-10-25,9,9,12,Entregue
10289,2020-10-25,10,10,23,Aguardando Confirmação
10290,2020-10-26,1,1,9,Entregue
10291,2020-10-26,2,2,31,Em Trânsito
10292,2020-10-26,3,3,45,Aguardando Confirmação
10293,2020-10-26,4,4,17,Aguardando Confirmação
10294,2020-10-26,5,5,36,Entregue
10295,2020-10-26,6,6,35,Aguardando Confirmação
10296,2020-10-26,7,7,45,Em Trânsito
10297,2020-10-26,8,8,41,Aguardando Confirmação
10298,2020-10-26,9,9,6,Entregue
10299,2020-10-26,10,10,11,Entregue
10300,2020-10-27,1,1,15,Entregue
10301,2020-10-27,2,2,15,Aguardando Confirmação
10302,2020-10-27,3,3,27,Entregue
10303,2020-10-27,4,4,35,Aguardando Confirmação
10304,2020-10-27,5,5,48,Entregue
10305,2020-10-27,6,6,49,Entregue
10306,2020-10-27,7,7,12,Entregue
10307,2020-10-27,8,8,36,Em Trânsito
10308,2020-10-27,9,9,25,Em Trânsito
10309,2020-10-27,10,10,35,Entregue
10310,2020-10-28,1,1,5,Entregue
10311,2020-10-28,2,2,17,Aguardando Confirmação
10312,2020-10-28,3,3,15,Aguardando Confirmação
10313,2020-10-28,4,4,33,Em Trânsito
10314,2020-10-28,5,5,8,Aguardando Confirmação
10315,2020-10-28,6,6,40,Aguardando Confirmação
10316,2020-10-28,7,7,19,Aguardando Confirmação
10317,2020-10-28,8,8,7,Aguardando Confirmação
10318,2020-10-28,9,9,33,Em Trânsito
10319,2020-10-28,10,10,25,Em Trânsito
10320,2020-10-29,1,1,6,Aguardando Confirmação
10321,2020-10-29,2,2,10,Aguardando Confirmação
10322,2020-10-29,3,3,35,Em Trânsito
10323,2020-10-29,4,4,28,Entregue
10324,2020-10-29,5,5,44,Aguardando Confirmação
10325,2020-10-29,6,6,21,Entregue
10326,2020-10-29,7,7,9,Aguardando Confirmação
10327,2020-10-29,8,8,6,Em Trânsito
10328,2020-10-29,9,9,16,Aguardando Confirmação
10329,2020-10-29,10,10,9,Entregue
10330,2020-10-30,1,1,46,Em Trânsito
10331,2020-10-30,2,2,45,Aguardando Confirmação
10332,2020-10-30,3,3,24,Aguardando Confirmação
10333,2020-10-30,4,4,12,Em Trânsito
10334,2020-10-30,5,5,5,Aguardando Confirmação
10335,2020-10-30,6,6,10,Em Trânsito
10336,2020-10-30,7,7,15,Aguardando Confirmação
10337,2020-10-30,8,8,7,Em Trânsito
10338,2020-10-30,9,9,35,Aguardando Confirmação
10339,2020-10-30,10,10,32,Em Trânsito
10340,2020-10-31,1,1,47,Em Trânsito
10341,2020-10-31,2,2,9,Aguardando Confirmação
10342,2020-10-31,3,3,30,Em Trânsito
10343,2020-10-31,4,4,20,Aguardando Confirmação
10344,2020-10-31,5,5,35,Aguardando Confirmação
10345,2020-10-31,6,6,32,Aguardando Confirmação
10346,2020-10-31,7,7,11,Em Trânsito
10347,2020-10-31,8,8,42,Aguardando Confirmação
10348,2020-10-31,9,9,13,Em Trânsito
10349,2020-10-31,10,10,43,Entregue
10350,2020-11-01,1,1,39,Entregue
10351,2020-11-01,2,2,47,Entregue
10352,2020-11-01,3,3,31,Aguardando Confirmação
10353,2020-11-01,4,4,16,Em Trânsito
10354,2020-11-01,5,5,29,Aguardando Confirmação
10355,2020-11-01,6,6,47,Em Trânsito
10356,2020-11-01,7,7,33,Entregue
10357,2020-11-01,8,8,35,Entregue
10358,2020-11-01,9,9,38,Entregue
10359,2020-11-01,10,10,37,Aguardando Confirmação
10360,2020-11-02,1,1,31,Aguardando Confirmação
10361,2020-11-02,2,2,6,Em Trânsito
10362,2020-11-02,3,3,18,Em Trânsito
10363,2020-11-02,4,4,17,Entregue
10364,2020-11-02,5,5,28,Aguardando Confirmação
10365,2020-11-02,6,6,9,Aguardando Confirmação
10366,2020-11-02,7,7,38,Em Trânsito
10367,2020-11-02,8,8,27,Em Trânsito
10368,2020-11-02,9,9,23,Aguardando Confirmação
10369,2020-11-02,10,10,34,Aguardando Confirmação
10370,2020-11-03,1,1,47,Em Trânsito
10371,2020-11-03,2,2,20,Aguardando Confirmação
10372,2020-11-03,3,3,44,Aguardando Confirmação
10373,2020-11-03,4,4,38,Entregue
10374,2020-11-03,5,5,15,Aguardando Confirmação
10375,2020-11-03,6,6,18,Aguardando Confirmação
10376,2020-11-03,7,7,19,Aguardando Confirmação
10377,2020-11-03,8,8,39,Em Trânsito
10378,2020-11-03,9,9,11,Entregue
10379,2020-11-03,10,10,33,Em Trânsito
10380,2020-11-04,1,1,48,Entregue
10381,2020-11-04,2,2,26,Entregue
10382,2020-11-04,3,3,27,Aguardando Confirmação
10383,2020-11-04,4,4,28,Entregue
10384,2020-11-04,5,5,39,Entregue
10385,2020-11-04,6,6,14,Aguardando Confirmação
10386,2020-11-04,7,7,12,Aguardando Confirmação
10387,2020-11-04,8,8,16,Entregue
10388,2020-11-04,9,9,33,Em Trânsito
10389,2020-11-04,10,10,33,Entregue
10390,2020-11-05,1,1,27,Em Trânsito
10391,2020-11-05,2,2,30,Em Trânsito
10392,2020-11-05,3,3,41,Entregue
10393,2020-11-05,4,4,36,Em Trânsito
10394,2020-11-05,5,5,42,Entregue
10395,2020-11-05,6,6,10,Em Trânsito
10396,2020-11-05,7,7,12,Em Trânsito
10397,2020-11-05,8,8,21,Entregue
10398,2020-11-05,9,9,16,Aguardando Confirmação
10399,2020-11-05,10,10,26,Aguardando Confirmação
10400,2020-11-06,1,1,18,Entregue
10401,2020-11-06,2,2,38,Entregue
10402,2020-11-06,3,3,23,Aguardando Confirmação
10403,2020-11-06,4,4,10,Aguardando Confirmação
10404,2020-11-06,5,5,22,Em Trânsito
10405,2020-11-06,6,6,40,Em Trânsito
10406,2020-11-06,7,7,41,Em Trânsito
10407,2020-11-06,8,8,42,Aguardando Confirmação
10408,2020-11-06,9,9,19,Entregue
10409,2020-11-06,10,10,42,Em Trânsito
10410,2020-11-07,1,1,44,Entregue
10411,2020-11-07,2,2,13,Aguardando Confirmação
10412,2020-11-07,3,3,10,Em Trânsito
10413,2020-11-07,4,4,6,Aguardando Confirmação
10414,2020-11-07,5,5,20,Entregue
10415,2020-11-07,6,6,5,Em Trânsito
10416,2020-11-07,7,7,34,Entregue
10417,2020-11-07,8,8,37,Entregue
10418,2020-11-07,9,9,5,Em Trânsito
10419,2020-11-07,10,10,43,Em Trânsito
10420,2020-11-08,1,1,20,Aguardando Confirmação
10421,2020-11-08,2,2,21,Em Trânsito
10422,2020-11-08,3,3,42,Em Trânsito
10423,2020-11-08,4,4,22,Em Trânsito
10424,2020-11-08,5,5,26,Em Trânsito
10425,2020-11-08,6,6,26,Em Trânsito
10426,2020-11-08,7,7,39,Aguardando Confirmação
10427,2020-11-08,8,8,35,Entregue
10428,2020-11-08,9,9,44,Aguardando Confirmação
10429,2020-11-08,10,10,31,Entregue
10430,2020-11-09,1,1,40,Em Trânsito
10431,2020-11-09,2,2,8,Aguardando Confirmação
10432,2020-11-09,3,3,9,Entregue
10433,2020-11-09,4,4,29,Entregue
10434,2020-11-09,5,5,35,Em Trânsito
10435,2020-11-09,6,6,18,Em Trânsito
10436,2020-11-09,7,7,34,Entregue
10437,2020-11-09,8,8,16,Aguardando Confirmação
10438,2020-11-09,9,9,31,Entregue
10439,2020-11-09,10,10,49,Aguardando Confirmação
10440,2020-11-10,1,1,28,Aguardando Confirmação
10441,2020-11-10,2,2,34,Entregue
10442,2020-11-10,3,3,22,Aguardando Confirmação
10443,2020-11-10,4,4,18,Entregue
10444,2020-11-10,5,5,23,Entregue
10445,2020-11-10,6,6,26,Em Trânsito
10446,2020-11-10,7,7,30,Entregue
10447,2020-11-10,8,8,11,Entregue
10448,2020-11-10,9,9,32,Em Trânsito
10449,2020-11-10,10,10,42,Em Trânsito
10450,2020-11-11,1,1,9,Aguardando Confirmação
10451,2020-11-11,2,2,40,Aguardando Confirmação
10452,2020-11-11,3,3,22,Em Trânsito
10453,2020-11-11,4,4,18,Em Trânsito
10454,2020-11-11,5,5,27,Em Trânsito
10455,2020-11-11,6,6,18,Entregue
10456,2020-11-11,7,7,36,Entregue
10457,2020-11-11,8,8,9,Entregue
10458,2020-11-11,9,9,26,Em Trânsito
10459,2020-11-11,10,10,32,Aguardando Confirmação
10460,2020-11-12,1,1,47,Aguardando Confirmação
10461,2020-11-12,2,2,16,Entregue
10462,2020-11-12,3,3,22,Entregue
10463,2020-11-12,4,4,40,Em Trânsito
10464,2020-11-12,5,5,35,Em Trânsito
10465,2020-11-12,6,6,17,Aguardando Confirmação
10466,2020-11-12,7,7,24,Aguardando Confirmação
10467,2020-11-12,8,8,49,Em Trânsito
10468,2020-11-12,9,9,40,Aguardando Confirmação
10469,2020-11-12,10,10,11,Aguardando Confirmação
10470,2020-11-13,1,1,27,Entregue
10471,2020-11-13,2,2,38,Em Trânsito
10472,2020-11-13,3,3,36,Em Trânsito
10473,2020-11-13,4,4,25,Em Trânsito
10474,2020-11-13,5,5,10,Entregue
10475,2020-11-13,6,6,20,Em Trânsito
10476,2020-11-13,7,7,39,Aguardando Confirmação
10477,2020-11-13,8,8,24,Entregue
10478,2020-11-13,9,9,46,Entregue
10479,2020-11-13,10,10,45,Em Trânsito
10480,2020-11-14,1,1,15,Aguardando Confirmação
10481,2020-11-14,2,2,36,Em Trânsito
10482,2020-11-14,3,3,18,Aguardando Confirmação
10483,2020-11-14,4,4,28,Em Trânsito
10484,2020-11-14,5,5,48,Aguardando Confirmação
10485,2020-11-14,6,6,43,Aguardando Confirmação
10486,2020-11-14,7,7,47,Aguardando Confirmação
10487,2020-11-14,8,8,35,Entregue
10488,2020-11-14,9,9,21,Em Trânsito
10489,2020-11-14,10,10,29,Em Trânsito
10490,2020-11-15,1,1,13,Em Trânsito
10491,2020-11-15,2,2,26,Entregue
10492,2020-11-15,3,3,49,Aguardando Confirmação
10493,2020-11-15,4,4,39,Entregue
10494,2020-11-15,5,5,41,Entregue
10495,2020-11-15,6,6,21,Aguardando Confirmação
10496,2020-11-15,7,7,32,Em Trânsito
10497,2020-11-15,8,8,5,Entregue
10498,2020-11-15,9,9,13,Aguardando Confirmação
10499,2020-11-15,10,10,17,Aguardando Confirmação
10500,2020-11-16,1,1,36,Em Trânsito
10501,2020-11-16,2,2,32,Aguardando Confirmação
10502,2020-11-16,3,3,35,Aguardando Confirmação
10503,2020-11-16,4,4,12,Aguardando Confirmação
10504,2020-11-16,5,5,12,Em Trânsito
10505,2020-11-16,6,6,38,Em Trânsito
10506,2020-11-16,7,7,27,Aguardando Confirmação
10507,2020-11-16,8,8,14,Aguardando Confirmação
10508,2020-11-16,9,9,41,Em Trânsito
10509,2020-11-16,10,10,29,Em Trânsito
10510,2020-11-17,1,1,37,Em Trânsito
10511,2020-11-17,2,2,49,Entregue
10512,2020-11-17,3,3,8,Em Trânsito
10513,2020-11-17,4,4,11,Aguardando Confirmação
10514,2020-11-17,5,5,37,Em Trânsito
10515,2020-11-17,6,6,6,Aguardando Confirmação
10516,2020-11-17,7,7,36,Aguardando Confirmação
10517,2020-11-17,8,8,9,Aguardando Confirmação
10518,2020-11-17,9,9,21,Em Trânsito
10519,2020-11-17,10,10,16,Em Trânsito
10520,2020-11-18,1,1,16,Em Trânsito
10521,2020-11-18,2,2,39,Em Trânsito
10522,2020-11-18,3,3,25,Em Trânsito
10523,2020-11-18,4,4,25,Entregue
10524,2020-11-18,5,5,6,Em Trânsito
10525,2020-11-18,6,6,25,Entregue
10526,2020-11-18,7,7,19,Aguardando Confirmação
10527,2020-11-18,8,8,15,Aguardando Confirmação
10528,2020-11-18,9,9,14,Aguardando Confirmação
10529,2020-11-18,10,10,22,Aguardando Confirmação
10530,2020-11-19,1,1,27,Entregue
10531,2020-11-19,2,2,35,Entregue
10532,2020-11-19,3,3,30,Aguardando Confirmação
10533,2020-11-19,4,4,6,Em Trânsito
10534,2020-11-19,5,5,43,Aguardando Confirmação
10535,2020-11-19,6,6,11,Aguardando Confirmação
10536,2020-11-19,7,7,28,Entregue
10537,2020-11-19,8,8,43,Aguardando Confirmação
10538,2020-11-19,9,9,36,Entregue
10539,2020-11-19,10,10,30,Entregue
10540,2020-11-20,1,1,27,Aguardando Confirmação
10541,2020-11-20,2,2,18,Em Trânsito
10542,2020-11-20,3,3,33,Entregue
10543,2020-11-20,4,4,29,Entregue
10544,2020-11-20,5,5,35,Entregue
10545,2020-11-20,6,6,6,Aguardando Confirmação
10546,2020-11-20,7,7,6,Aguardando Confirmação
10547,2020-11-20,8,8,27,Entregue
10548,2020-11-20,9,9,15,Em Trânsito
10549,2020-11-20,10,10,33,Aguardando Confirmação
10550,2020-11-21,1,1,46,Em Trânsito
10551,2020-11-21,2,2,39,Em Trânsito
10552,2020-11-21,3,3,13,Aguardando Confirmação
10553,2020-11-21,4,4,36,Entregue
10554,2020-11-21,5,5,34,Em Trânsito
10555,2020-11-21,6,6,19,Entregue
10556,2020-11-21,7,7,18,Em Trânsito
10557,2020-11-21,8,8,21,Entregue
10558,2020-11-21,9,9,26,Aguardando Confirmação
10559,2020-11-21,10,10,34,Em Trânsito
10560,2020-11-22,1,1,21,Em Trânsito
10561,2020-11-22,2,2,20,Em Trânsito
10562,2020-11-22,3,3,12,Entregue
10563,2020-11-22,4,4,43,Em Trânsito
10564,2020-11-22,5,5,35,Em Trânsito
10565,2020-11-22,6,6,16,Entregue
10566,2020-11-22,7,7,37,Entregue
10567,2020-11-22,8,8,16,Aguardando Confirmação
10568,2020-11-22,9,9,29,Entregue
10569,2020-11-22,10,10,42,Em Trânsito
10570,2020-11-23,1,1,22,Em Trânsito
10571,2020-11-23,2,2,23,Aguardando Confirmação
10572,2020-11-23,3,3,7,Aguardando Confirmação
10573,2020-11-23,4,4,39,Em Trânsito
10574,2020-11-23,5,5,9,Entregue
10575,2020-11-23,6,6,39,Em Trânsito
10576,2020-11-23,7,7,31,Aguardando Confirmação
10577,2020-11-23,8,8,41,Em Trânsito
10578,2020-11-23,9,9,25,Em Trânsito
10579,2020-11-23,10,10,20,Em Trânsito
10580,2020-11-24,1,1,32,Aguardando Confirmação
10581,2020-11-24,2,2,29,Aguardando Confirmação
10582,2020-11-24,3,3,37,Aguardando Confirmação
10583,2020-11-24,4,4,21,Entregue
10584,2020-11-24,5,5,47,Aguardando Confirmação
10585,2020-11-24,6,6,34,Entregue
10586,2020-11-24,7,7,45,Entregue
10587,2020-11-24,8,8,8,Aguardando Confirmação
10588,2020-11-24,9,9,6,Entregue
10589,2020-11-24,10,10,13,Entregue
10590,2020-11-25,1,1,35,Em Trânsito
10591,2020-11-25,2,2,29,Entregue
10592,2020-11-25,3,3,41,Entregue
10593,2020-11-25,4,4,40,Aguardando Confirmação
10594,2020-11-25,5,5,9,Em Trânsito
10595,2020-11-25,6,6,28,Entregue
10596,2020-11-25,7,7,28,Entregue
10597,2020-11-25,8,8,33,Entregue
10598,2020-11-25,9,9,49,Aguardando Confirmação
10599,2020-11-25,10,10,35,Aguardando Confirmação
10600,2020-11-26,1,1,41,Em Trânsito
10601,2020-11-26,2,2,23,Entregue
10602,2020-11-26,3,3,27,Em Trânsito
10603,2020-11-26,4,4,39,Aguardando Confirmação
10604,2020-11-26,5,5,10,Entregue
10605,2020-11-26,6,6,10,Entregue
10606,2020-11-26,7,7,41,Em Trânsito
10607,2020-11-26,8,8,34,Entregue
10608,2020-11-26,9,9,5,Aguardando Confirmação
10609,2020-11-26,10,10,12,Em Trânsito
10610,2020-11-27,1,1,32,Em Trânsito
10611,2020-11-27,2,2,29,Entregue
10612,2020-11-27,3,3,37,Aguardando Confirmação
10613,2020-11-27,4,4,42,Entregue
10614,2020-11-27,5,5,18,Em Trânsito
10615,2020-11-27,6,6,15,Em Trânsito
10616,2020-11-27,7,7,6,Aguardando Confirmação
10617,2020-11-27,8,8,34,Em Trânsito
10618,2020-11-27,9,9,34,Aguardando Confirmação
10619,2020-11-27,10,10,8,Entregue
10620,2020-11-28,1,1,17,Aguardando Confirmação
10621,2020-11-28,2,2,11,Entregue
10622,2020-11-28,3,3,42,Entregue
10623,2020-11-28,4,4,7,Em Trânsito
10624,2020-11-28,5,5,13,Entregue
10625,2020-11-28,6,6,18,Em Trânsito
10626,2020-11-28,7,7,15,Aguardando Confirmação
10627,2020-11-28,8,8,41,Aguardando Confirmação
10628,2020-11-28,9,9,18,Entregue
10629,2020-11-28,10,10,23,Aguardando Confirmação
10630,2020-11-29,1,1,12,Entregue
10631,2020-11-29,2,2,11,Aguardando Confirmação
10632,2020-11-29,3,3,11,Entregue
10633,2020-11-29,4,4,7,Entregue
10634,2020-11-29,5,5,7,Aguardando Confirmação
10635,2020-11-29,6,6,22,Aguardando Confirmação
10636,2020-11-29,7,7,49,Aguardando Confirmação
10637,2020-11-29,8,8,37,Aguardando Confirmação
10638,2020-11-29,9,9,41,Entregue
10639,2020-11-29,10,10,32,Entregue
10640,2020-11-30,1,1,40,Aguardando Confirmação
10641,2020-11-30,2,2,20,Aguardando Confirmação
10642,2020-11-30,3,3,19,Em Trânsito
10643,2020-11-30,4,4,33,Entregue
10644,2020-11-30,5,5,22,Entregue
10645,2020-11-30,6,6,23,Aguardando Confirmação
10646,2020-11-30,7,7,33,Em Trânsito
10647,2020-11-30,8,8,10,Aguardando Confirmação
10648,2020-11-30,9,9,49,Entregue
10649,2020-11-30,10,10,31,Entregue
10650,2020-12-01,1,1,11,Em Trânsito
10651,2020-12-01,2,2,31,Aguardando Confirmação
10652,2020-12-01,3,3,23,Em Trânsito
10653,2020-12-01,4,4,21,Aguardando Confirmação
10654,2020-12-01,5,5,45,Em Trânsito
10655,2020-12-01,6,6,15,Aguardando Confirmação
10656,2020-12-01,7,7,9,Aguardando Confirmação
10657,2020-12-01,8,8,6,Aguardando Confirmação
10658,2020-12-01,9,9,16,Entregue
10659,2020-12-01,10,10,46,Aguardando Confirmação
10660,2020-12-02,1,1,46,Entregue
10661,2020-12-02,2,2,15,Em Trânsito
10662,2020-12-02,3,3,14,Aguardando Confirmação
10663,2020-12-02,4,4,32,Entregue
10664,2020-12-02,5,5,11,Em Trânsito
10665,2020-12-02,6,6,18,Aguardando Confirmação
10666,2020-12-02,7,7,17,Em Trânsito
10667,2020-12-02,8,8,9,Entregue
10668,2020-12-02,9,9,46,Entregue
10669,2020-12-02,10,10,12,Aguardando Confirmação
10670,2020-12-03,1,1,5,Entregue
10671,2020-12-03,2,2,9,Entregue
10672,2020-12-03,3,3,15,Em Trânsito
10673,2020-12-03,4,4,47,Aguardando Confirmação
10674,2020-12-03,5,5,14,Aguardando Confirmação
10675,2020-12-03,6,6,19,Aguardando Confirmação
10676,2020-12-03,7,7,43,Em Trânsito
10677,2020-12-03,8,8,33,Entregue
10678,2020-12-03,9,9,29,Aguardando Confirmação
10679,2020-12-03,10,10,10,Aguardando Confirmação
10680,2020-12-04,1,1,15,Em Trânsito
10681,2020-12-04,2,2,21,Em Trânsito
10682,2020-12-04,3,3,19,Aguardando Confirmação
10683,2020-12-04,4,4,20,Aguardando Confirmação
10684,2020-12-04,5,5,6,Em Trânsito
10685,2020-12-04,6,6,40,Em Trânsito
10686,2020-12-04,7,7,23,Em Trânsito
10687,2020-12-04,8,8,42,Em Trânsito
10688,2020-12-04,9,9,25,Entregue
10689,2020-12-04,10,10,15,Entregue
10690,2020-12-05,1,1,45,Aguardando Confirmação
10691,2020-12-05,2,2,7,Entregue
10692,2020-12-05,3,3,38,Em Trânsito
10693,2020-12-05,4,4,22,Aguardando Confirmação
10694,2020-12-05,5,5,19,Em Trânsito
10695,2020-12-05,6,6,29,Entregue
10696,2020-12-05,7,7,19,Em Trânsito
10697,2020-12-05,8,8,34,Aguardando Confirmação
10698,2020-12-05,9,9,21,Entregue
10699,2020-12-05,10,10,22,Aguardando Confirmação
10700,2020-12-06,1,1,35,Entregue
10701,2020-12-06,2,2,47,Em Trânsito
10702,2020-12-06,3,3,22,Aguardando Confirmação
10703,2020-12-06,4,4,39,Entregue
10704,2020-12-06,5,5,17,Entregue
10705,2020-12-06,6,6,18,Entregue
10706,2020-12-06,7,7,40,Entregue
10707,2020-12-06,8,8,22,Em Trânsito
10708,2020-12-06,9,9,9,Em Trânsito
10709,2020-12-06,10,10,18,Entregue
10710,2020-12-07,1,1,29,Em Trânsito
10711,2020-12-07,2,2,48,Em Trânsito
10712,2020-12-07,3,3,43,Entregue
10713,2020-12-07,4,4,16,Em Trânsito
10714,2020-12-07,5,5,44,Aguardando Confirmação
10715,2020-12-07,6,6,32,Aguardando Confirmação
10716,2020-12-07,7,7,39,Em Trânsito
10717,2020-12-07,8,8,5,Entregue
10718,2020-12-07,9,9,7,Aguardando Confirmação
10719,2020-12-07,10,10,47,Em Trânsito
10720,2020-12-08,1,1,11,Em Trânsito
10721,2020-12-08,2,2,13,Entregue
10722,2020-12-08,3,3,40,Entregue
10723,2020-12-08,4,4,27,Em Trânsito
10724,2020-12-08,5,5,28,Entregue
10725,2020-12-08,6,6,14,Aguardando Confirmação
10726,2020-12-08,7,7,16,Aguardando Confirmação
10727,2020-12-08,8,8,23,Em Trânsito
10728,2020-12-08,9,9,36,Em Trânsito
10729,2020-12-08,10,10,28,Entregue
10730,2020-12-09,1,1,26,Aguardando Confirmação
10731,2020-12-09,2,2,7,Entregue
10732,2020-12-09,3,3,44,Em Trânsito
10733,2020-12-09,4,4,31,Em Trânsito
10734,2020-12-09,5,5,23,Em Trânsito
10735,2020-12-09,6,6,13,Em Trânsito
10736,2020-12-09,7,7,17,Em Trânsito
10737,2020-12-09,8,8,6,Em Trânsito
10738,2020-12-09,9,9,40,Entregue
10739,2020-12-09,10,10,33,Entregue
10740,2020-12-10,1,1,15,Entregue
10741,2020-12-10,2,2,38,Aguardando Confirmação
10742,2020-12-10,3,3,8,Entregue
10743,2020-12-10,4,4,8,Em Trânsito
10744,2020-12-10,5,5,5,Entregue
10745,2020-12-10,6,6,29,Entregue
10746,2020-12-10,7,7,30,Aguardando Confirmação
10747,2020-12-10,8,8,15,Em Trânsito
10748,2020-12-10,9,9,27,Aguardando Confirmação
10749,2020-12-10,10,10,6,Aguardando Confirmação
10750,2020-12-11,1,1,23,Aguardando Confirmação
10751,2020-12-11,2,2,33,Entregue
10752,2020-12-11,3,3,44,Em Trânsito
10753,2020-12-11,4,4,8,Em Trânsito
10754,2020-12-11,5,5,20,Aguardando Confirmação
10755,2020-12-11,6,6,41,Em Trânsito
10756,2020-12-11,7,7,31,Em Trânsito
10757,2020-12-11,8,8,9,Aguardando Confirmação
10758,2020-12-11,9,9,19,Entregue
10759,2020-12-11,10,10,27,Aguardando Confirmação
10760,2020-12-12,1,1,7,Aguardando Confirmação
10761,2020-12-12,2,2,22,Entregue
10762,2020-12-12,3,3,47,Entregue
10763,2020-12-12,4,4,30,Entregue
10764,2020-12-12,5,5,10,Entregue
10765,2020-12-12,6,6,48,Aguardando Confirmação
10766,2020-12-12,7,7,21,Entregue
10767,2020-12-12,8,8,42,Em Trânsito
10768,2020-12-12,9,9,46,Aguardando Confirmação
10769,2020-12-12,10,10,31,Aguardando Confirmação
10770,2020-12-13,1,1,24,Entregue
10771,2020-12-13,2,2,10,Entregue
10772,2020-12-13,3,3,39,Em Trânsito
10773,2020-12-13,4,4,16,Entregue
10774,2020-12-13,5,5,7,Aguardando Confirmação
10775,2020-12-13,6,6,8,Entregue
10776,2020-12-13,7,7,49,Em Trânsito
10777,2020-12-13,8,8,8,Aguardando Confirmação
10778,2020-12-13,9,9,8,Aguardando Confirmação
10779,2020-12-13,10,10,43,Entregue
10780,2020-12-14,1,1,25,Em Trânsito
10781,2020-12-14,2,2,48,Em Trânsito
10782,2020-12-14,3,3,6,Entregue
10783,2020-12-14,4,4,20,Aguardando Confirmação
10784,2020-12-14,5,5,11,Aguardando Confirmação
10785,2020-12-14,6,6,23,Aguardando Confirmação
10786,2020-12-14,7,7,47,Entregue
10787,2020-12-14,8,8,37,Aguardando Confirmação
10788,2020-12-14,9,9,13,Aguardando Confirmação
10789,2020-12-14,10,10,41,Entregue
10790,2020-12-15,1,1,21,Aguardando Confirmação
10791,2020-12-15,2,2,31,Entregue
10792,2020-12-15,3,3,37,Em Trânsito
10793,2020-12-15,4,4,16,Em Trânsito
10794,2020-12-15,5,5,49,Entregue
10795,2020-12-15,6,6,15,Entregue
10796,2020-12-15,7,7,17,Entregue
10797,2020-12-15,8,8,35,Aguardando Confirmação
10798,2020-12-15,9,9,17,Aguardando Confirmação
10799,2020-12-15,10,10,42,Entregue
10800,2020-12-16,1,1,30,Entregue
10801,2020-12-16,2,2,35,Aguardando Confirmação
10802,2020-12-16,3,3,26,Aguardando Confirmação
10803,2020-12-16,4,4,10,Entregue
10804,2020-12-16,5,5,24,Aguardando Confirmação
10805,2020-12-16,6,6,25,Aguardando Confirmação
10806,2020-12-16,7,7,14,Em Trânsito
10807,2020-12-16,8,8,23,Entregue
10808,2020-12-16,9,9,39,Entregue
10809,2020-12-16,10,10,30,Aguardando Confirmação
10810,2020-12-17,1,1,11,Em Trânsito
10811,2020-12-17,2,2,41,Entregue
10812,2020-12-17,3,3,12,Entregue
10813,2020-12-17,4,4,9,Aguardando Confirmação
10814,2020-12-17,5,5,48,Entregue
10815,2020-12-17,6,6,40,Aguardando Confirmação
10816,2020-12-17,7,7,32,Em Trânsito
10817,2020-12-17,8,8,7,Em Trânsito
10818,2020-12-17,9,9,43,Entregue
10819,2020-12-17,10,10,12,Aguardando Confirmação
10820,2020-12-18,1,1,19,Em Trânsito
10821,2020-12-18,2,2,31,Entregue
